netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.WES,-115.731613,32.759041,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.21,89.76,0.2,0.940411,1.0,10.0,0.00146249,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011140819964349376,3.0,241.9547
CI.WGR,-119.274071,34.510849,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,4.055732,6.0,24.0,0.008438,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,734.0
CI.WGR,-119.274071,34.510849,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.55,17.136,0.2,0.561929,3.0,5.0,0.00209395,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05835667600373483,1.5,734.0
CI.WGR,-119.274071,34.510849,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.55,34.272,0.2,0.1889,1.0,5.0,0.00098397,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029178338001867414,3.0,734.0
CI.WMD,-115.581909,33.038261,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,2.036224,6.0,15.0,0.02127137,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,205.9027
CI.WMD,-115.581909,33.038261,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.02,471.239,0.2,1.932307,3.0,31.0,0.00478174,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,1.5,205.9027
CI.WMD,-115.581909,33.038261,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.04,471.239,0.2,0.43306,1.0,23.0,0.00090364,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,3.0,205.9027
CI.WMF,-117.854858,36.11758,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.496667,6.0,17.0,0.00719881,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,669.7823
CI.WMF,-117.854858,36.11758,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,0.337363,3.0,10.0,0.00210076,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,669.7823
CI.WMF,-117.854858,36.11758,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.22,85.68,0.2,0.91948,1.0,13.0,0.00095408,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,3.0,669.7823
CI.WOR,-118.242462,35.695629,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,0.084152,6.0,11.0,0.00076076,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,614.0
CI.WOR,-118.242462,35.695629,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.31,30.403,0.2,0.062244,3.0,6.0,0.00032778,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03289149097128573,1.5,614.0
CI.WOR,-118.242462,35.695629,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.69,27.318,0.2,1.987586,1.0,7.0,0.00106059,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03660590087122044,3.0,614.0
CI.WSS,-118.649712,34.1717,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,5.459294,6.0,25.0,0.00701724,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,328.1622
CI.WSS,-118.649712,34.1717,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.08,117.81,0.2,0.202796,3.0,27.0,0.0001849,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,1.5,328.1622
CI.WSS,-118.649712,34.1717,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.35,53.856,0.2,1.699662,1.0,18.0,3.917e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.018568033273915627,3.0,328.1622
CI.WTT2,-118.255386,33.948669,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,17.96054,6.0,17.0,0.02298011,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,266.2565
CI.WTT2,-118.255386,33.948669,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.2,47.124,0.2,11.373659,3.0,26.0,0.00065827,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,1.5,266.2565
CI.WTT2,-118.255386,33.948669,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,0.796645,1.0,23.0,8.457e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,266.2565
CI.WWC,-116.40876,33.940681,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,3.145989,6.0,17.0,0.01462234,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,690.8995
CI.WWC,-116.40876,33.940681,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.02,471.239,0.2,0.696697,3.0,12.0,0.00566542,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,1.5,690.8995
CI.WWC,-116.40876,33.940681,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.33,57.12,0.2,3.055625,1.0,17.0,0.00020052,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01750700280112045,3.0,690.8995
CI.XTL2,-117.862488,34.295959,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.569916,6.0,17.0,0.0049908,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,826.0
CI.XTL2,-117.862488,34.295959,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.425377,3.0,11.0,0.00228722,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,826.0
CI.XTL2,-117.862488,34.295959,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.47,40.105,0.2,3.013953,1.0,9.0,0.00121665,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024934546814611647,3.0,826.0
CI.YEG2,-119.963058,35.438309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,5.581297,6.0,15.0,0.02247677,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,496.6691
CI.YEG2,-119.963058,35.438309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.36,26.18,0.2,0.341922,3.0,6.0,0.00179423,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03819709702062643,1.5,496.6691
CI.YEG2,-119.963058,35.438309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.01,18.663,0.2,1.919763,1.0,4.0,0.00154558,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.053581953598028184,3.0,496.6691
